twitter_id	cluster_id
682341956651888640	10259
682342005427417088	8578
682342022842167296	10499
682342064067973121	1580
682342100961132544	8578
682342131277537281	10499
682342132808466434	8578
682342182871695360	10259
682342277646188544	10259
682342292263313408	1580
682342341596692480	3709
682342365248421892	1580
682342371271569408	3709
682342390137372672	10499
682342413826789376	10499
682342444873072644	2322
682342463420239874	10499
682342475382444032	4435
682342609705013249	6117
682342630613630981	6043
682342635181232129	211
682342642126999553	10259
682342690122366976	10499
682342723387457537	2966
682342811190968320	8578
682342812063432705	2322
682342820372320256	8578
682342821064409088	10699
682342821571858432	8578
682342872343908352	2322
682342895165112320	8578
682342895362310144	10259
682342927201243136	9240
682342933933109248	2322
682342990958858240	4435
682342997565030400	10259
682343015101300736	6043
682343031593250816	8578
682343046755663874	4825
682343081555832833	2966
682343103148064771	8578
682343118687961089	4435
682343119107526658	5048
682343124773945344	5048
682343134651482112	8578
682343156583497729	8578
682343176602910721	8578
682343181128605696	3709
682343194164604928	1580
682343205132713984	10499
682343205321465856	1580
682343210484510721	8578
682343216079831040	10499
682343272828788736	8578
682343276452515840	3709
682343286128812032	4435
682343321428082688	8578
682343365094985728	2361
682343443088052226	8578
682343450222592000	6640
682343475702923265	211
682343518874906624	5048
682343541713039360	10259
682343545194168321	8578
682343565771456512	8578
682343572297936896	2322
682343599946776576	10499
682343641847873536	6640
682343659002437633	8578
682343668297023488	3709
682343680426950657	8578
682343680741486592	3709
682343717529714688	2322
682343721694662657	8578
682343749482098689	6640
682343750018949120	1580
682343771313442816	4435
682343774773592064	6117
682343788988248064	3709
682343814892158976	2361
682343845254725633	2322
682343992986484736	3709
682344015489044480	3709
682344038364610560	4435
682344040096870400	10259
682344051748827137	8578
682344056848949248	1580
682344089161879552	5048
682344107197493248	3709
682344115854430209	6640
682344123240693760	2361
682344149769699328	2966
682344171227746304	3709
682344172834177024	8578
682344197429436421	2108
682344219193806849	8578
682344219256745984	2322
682344228769247233	8578
682344249703137281	2322
682344260360912897	2361
682344343886114817	2322
682344346901811200	8578
682344366279684096	2108
682344391558565892	8578
682344395316670465	3709
682344404586119168	2322
682344411204726788	8578
682344434705534976	5048
682344526971801600	3709
682344536324980736	2322
682344543786778624	2322
682344554188509184	10499
682344582147751936	5048
682344619934351360	10499
682344708421607424	8578
682344773496233984	8578
682344893382029312	6043
682344950827069441	3709
682344985006481412	2322
682345016891551753	2966
